iter	MultiClass
384	0.4761402151
385	0.4759492965
386	0.4756815517
387	0.4754902635
388	0.475338677
389	0.4751409618
390	0.4748565488
391	0.474554746
392	0.4744254336
393	0.474211879
394	0.4739986678
395	0.47380707
396	0.473657573
397	0.473560993
398	0.4734197144
399	0.4731040415
400	0.472893068
401	0.4726922787
402	0.4725666627
403	0.4723935488
404	0.4721603816
405	0.472051765
406	0.4719129739
407	0.4716622783
408	0.4714358704
409	0.4713257341
410	0.4711192773
411	0.4710176329
412	0.4708055012
413	0.4706427722
414	0.4704901018
415	0.4703888612
416	0.4702402335
417	0.470032845
418	0.4696444607
419	0.4693875233
420	0.4691655533
421	0.4689948044
422	0.4688984851
423	0.4688483607
424	0.4686290727
425	0.468413377
426	0.4681644124
427	0.4679422911
428	0.4676741088
429	0.4674517471
430	0.4673700727
431	0.4672152457
432	0.467023201
433	0.4667553275
434	0.4666225257
435	0.4665471821
436	0.4664431306
437	0.4663301238
438	0.4661270415
439	0.4660462732
440	0.4658556726
441	0.4656453743
442	0.4653413549
443	0.4652248003
444	0.4651095095
445	0.4649720213
446	0.464750479
447	0.464622119
448	0.4642273842
449	0.4640603888
450	0.4638321413
451	0.4636706338
452	0.4635151364
453	0.4633333482
454	0.4632056297
455	0.4629667905
456	0.462763639
457	0.4625309118
458	0.4624200774
459	0.462304323
460	0.4621569622
461	0.4618304067
462	0.4616145618
463	0.4614340768
464	0.4612928297
465	0.4610625575
466	0.4610274667
467	0.4609841933
468	0.4607613481
469	0.4606266544
470	0.4604683366
471	0.4601579776
472	0.4599179309
473	0.4597022169
474	0.4595187202
475	0.4594778521
476	0.4594169269
477	0.4592749764
478	0.4591776083
479	0.4589613924
480	0.4585797457
481	0.4584615586
482	0.4583243323
483	0.4581614595
484	0.4580461127
485	0.4579793676
486	0.4577527213
487	0.4576158773
488	0.4574925125
489	0.457278284
490	0.4571382619
491	0.4569895349
492	0.4568557869
493	0.4567149323
494	0.4566207819
495	0.4563944587
496	0.4563423434
497	0.4562151363
498	0.4560428035
499	0.4558688591
500	0.4556346043
501	0.4554091783
502	0.4552719905
503	0.4550810729
504	0.4550062034
505	0.4547688501
506	0.4546336051
507	0.4544929902
508	0.4542912302
509	0.4541443384
510	0.4540177395
511	0.4538352112
512	0.453747
513	0.4534936724
514	0.4533268998
515	0.453216521
516	0.4530400771
517	0.4528895237
518	0.4527404145
519	0.4526822093
520	0.4525177847
521	0.4523470826
522	0.4521700236
523	0.4520204105
524	0.4519308285
525	0.4518020844
526	0.4517438599
527	0.4515423259
528	0.4514130732
529	0.4512648983
530	0.4511437418
531	0.4510266143
532	0.450859751
533	0.4507131854
534	0.450659569
535	0.4506141346
536	0.4504909295
537	0.4502945397
538	0.4501234774
539	0.450014007
540	0.4498895924
541	0.4497722398
542	0.4496048624
543	0.449448572
544	0.4493894692
545	0.4492617495
546	0.4491286664
547	0.4490719701
548	0.4488450402
549	0.4487001087
550	0.4485660455
551	0.4484844002
552	0.4483205417
553	0.4480990821
554	0.4479512647
555	0.4478365583
556	0.4477609667
557	0.4475457646
558	0.4473520378
559	0.4473120717
560	0.4471172732
561	0.4469753689
562	0.4468237741
563	0.4467412422
564	0.4465060861
565	0.4463461641
566	0.4460827346
567	0.445998886
568	0.4458413459
569	0.4458027772
570	0.4456571831
571	0.445518043
572	0.4454326774
573	0.4453029275
574	0.445094519
575	0.4450587911
576	0.4448729855
577	0.4446385042
578	0.4444349735
579	0.4443243905
580	0.4441139907
581	0.4439846363
582	0.4438523647
583	0.4437011527
584	0.4434899404
585	0.4433840521
586	0.4432171599
587	0.4430764105
588	0.4428843868
589	0.4426973728
590	0.4424994365
591	0.4423242999
592	0.4422030425
593	0.441993427
594	0.4418728964
595	0.441787057
596	0.4415725233
597	0.4414225341
598	0.441345406
599	0.4412245407
600	0.4411546319
601	0.4408671082
602	0.4407475848
603	0.4404759158
604	0.4403578821
605	0.4402472825
606	0.4401098702
607	0.4400419128
608	0.4398380037
609	0.4396915767
610	0.4394423925
611	0.4392626931
612	0.4391021032
613	0.4390505496
614	0.4389036238
615	0.4388628852
616	0.4385944186
617	0.4384965897
618	0.438380752
619	0.4382986559
620	0.4381239502
621	0.438010807
622	0.437774068
623	0.4376808875
624	0.4374889619
625	0.4372561628
626	0.4371130204
627	0.4369602327
628	0.4367216312
629	0.4366104229
630	0.4365781481
631	0.4363907042
632	0.4362523107
633	0.4361660422
634	0.4360518588
635	0.4358951956
636	0.4357243361
637	0.4355994654
638	0.435498008
639	0.435365102
640	0.4353158561
641	0.4352606526
642	0.4351395765
643	0.4350329662
644	0.4347514085
645	0.4346459454
646	0.4345528382
647	0.4343385192
648	0.4341398989
649	0.4340208907
650	0.4338333134
651	0.4336790039
652	0.4334256905
653	0.4332775494
654	0.4332083756
655	0.4330277394
656	0.4329164209
657	0.4327958687
658	0.4326784883
659	0.4325801028
660	0.4324639203
661	0.4323600405
662	0.4322966269
663	0.43215173
664	0.4320687799
665	0.4319651275
666	0.431855024
667	0.4316630828
668	0.4314788383
669	0.4313496211
670	0.4312966995
671	0.4311194326
672	0.4309295783
673	0.4307997806
674	0.4307454813
675	0.4305501
676	0.4304281368
677	0.4303046923
678	0.4302173347
679	0.4300650066
680	0.4299499902
681	0.429799992
682	0.4297141512
683	0.4296208001
684	0.4295155006
685	0.4293468223
686	0.4292485979
687	0.4291826338
688	0.4289925976
689	0.4288019743
690	0.4285898871
691	0.428453027
692	0.4282745009
693	0.4280436913
694	0.4279547391
695	0.4276602789
696	0.4275357365
697	0.4274662324
698	0.427388992
699	0.4272575172
700	0.4271492094
701	0.4270301967
702	0.4268981303
703	0.4267247668
704	0.4266208418
705	0.4265165986
706	0.4263044184
707	0.426189557
708	0.426099633
709	0.4259452204
710	0.4258600531
711	0.4257642066
712	0.4255908219
713	0.4254928382
714	0.4253593684
715	0.4252538208
716	0.4250769151
717	0.4249217
718	0.4248138853
719	0.4247539365
720	0.4246456009
721	0.4244484946
722	0.4243034481
723	0.4241408564
724	0.4240293774
725	0.423841796
726	0.4235918964
727	0.4234374407
728	0.423329796
729	0.4231938333
730	0.4231001905
731	0.4230337481
732	0.4229397181
733	0.4228267411
734	0.4227399069
735	0.4225980511
736	0.4224471433
737	0.4222635585
738	0.4221360334
739	0.4220427506
740	0.4219291157
741	0.4217199242
742	0.4215644943
743	0.4214390412
744	0.4213634592
745	0.4212748509
746	0.4212257342
747	0.4210682113
748	0.4209339027
749	0.4208469063
750	0.4206620819
751	0.4205239556
752	0.4203257697
753	0.4201321471
754	0.4200544896
755	0.4198798944
756	0.4197714109
757	0.4197072464
758	0.4196180304
759	0.4195274697
760	0.4193565523
761	0.419227629
762	0.4191950396
763	0.4190939759
764	0.4189799867
765	0.4189224432
766	0.4187400185
767	0.418664456
768	0.4185834145
769	0.4184879396
770	0.4183724693
771	0.418279791
772	0.4181688226
773	0.4180600712
774	0.4178789364
775	0.4177202748
776	0.4176312043
777	0.4175791036
778	0.4174762158
779	0.4174244012
780	0.4173151622
781	0.4172751572
782	0.4171763699
783	0.4170766413
784	0.4169297286
785	0.4167974706
786	0.4167314835
787	0.4166576721
788	0.4164462196
789	0.4162141114
790	0.4160756759
791	0.4157864372
792	0.4155989495
793	0.4155110952
794	0.4154090853
795	0.4152772932
796	0.4152326518
797	0.4151090104
798	0.4149056857
799	0.4146856531
800	0.4145957248
801	0.4144804004
802	0.4143158055
803	0.4141780624
804	0.4141043084
805	0.4140137672
806	0.413881347
807	0.4138244021
808	0.4137543394
809	0.4136849421
810	0.4135992315
811	0.4135089121
812	0.4134393874
813	0.4132058652
814	0.4131468538
815	0.4130814893
816	0.4129907925
817	0.4128594032
818	0.4127771203
819	0.4125811154
820	0.4125376646
821	0.4124479564
822	0.4123691357
823	0.4123133491
824	0.412204333
825	0.4121686013
826	0.412128285
827	0.4118407225
828	0.4117543838
829	0.4116177836
830	0.4115222484
831	0.4114444349
832	0.4113354974
833	0.4111867998
834	0.4111025731
835	0.4110051493
836	0.4107756238
837	0.4106235613
838	0.4105384464
839	0.4103342265
840	0.410286771
841	0.4100910955
842	0.4100385848
843	0.4099734615
844	0.4098022704
845	0.4097290641
846	0.4094748529
847	0.4093386047
848	0.4092508449
849	0.409064887
850	0.4089876564
851	0.4089070629
852	0.408789644
853	0.4087210561
854	0.4086384461
855	0.4085047138
856	0.4083466151
857	0.4082366244
858	0.4081089736
859	0.4080162463
860	0.407890222
861	0.4078363443
862	0.4077540185
863	0.407657526
864	0.4075607782
865	0.40751931
866	0.4074048757
867	0.407351149
868	0.4071101715
869	0.4069509229
870	0.4068409755
871	0.406686338
872	0.4065401428
873	0.4064788193
874	0.4064043036
875	0.4063255867
876	0.4062275543
877	0.4060985585
878	0.4059905411
879	0.4058344013
880	0.4057236429
881	0.4056541053
882	0.4056159924
883	0.4054617361
884	0.4053214488
885	0.4050087985
886	0.404856338
887	0.4047158017
888	0.4044910157
889	0.4042905562
890	0.4041791179
891	0.4040309829
892	0.403903111
893	0.4037625608
894	0.4035922794
895	0.4035259318
896	0.40340529
897	0.4033021041
898	0.4031676569
899	0.4030543597
900	0.4030002506
901	0.4029171975
902	0.4028710283
903	0.4028017864
904	0.4026314692
905	0.4024919192
906	0.4024255425
907	0.4023360458
908	0.4022273766
909	0.4021123667
910	0.4020345496
911	0.401776994
912	0.4016890658
913	0.4014912293
914	0.4014369639
915	0.4013937644
916	0.4012241678
917	0.4011177677
918	0.4009800598
919	0.4008756436
920	0.4007009558
921	0.4004428175
922	0.4002952192
923	0.4002122307
924	0.4000967996
925	0.4000418553
926	0.3999667839
927	0.3998499069
928	0.3997117361
929	0.3995823357
930	0.399429196
931	0.3993325177
932	0.3992889574
933	0.3990911714
934	0.3990682087
935	0.3989599653
936	0.3988598507
937	0.398685052
938	0.3986143696
939	0.3985315167
940	0.3984318094
941	0.3983397596
942	0.3981929672
943	0.3980624002
944	0.3979678506
945	0.3978308799
946	0.3976946357
947	0.3975987396
948	0.3974838655
949	0.397371881
950	0.3972434325
951	0.3971299965
952	0.3970332445
953	0.3969487697
954	0.3968654916
955	0.3967545464
956	0.3966437442
957	0.396591408
958	0.3965261073
959	0.396418323
960	0.396353049
961	0.3962812447
962	0.3961977005
963	0.3960570733
964	0.3959559635
965	0.395895629
966	0.3956616221
967	0.3955822396
968	0.3954299288
969	0.3953635531
970	0.3952950469
971	0.3952161784
972	0.3951035481
973	0.3950193544
974	0.3949274609
975	0.3947867861
976	0.3946573097
977	0.3944575139
978	0.3943206226
979	0.3942707583
980	0.3942033717
981	0.394028644
982	0.3939212388
983	0.3937746553
984	0.3936474194
985	0.3934477004
986	0.3933836307
987	0.3932376989
988	0.3931707178
989	0.3929295181
990	0.3928044516
991	0.3927002337
992	0.3926417323
993	0.3924971331
994	0.3923446286
995	0.3922386051
996	0.3921754013
997	0.3921268676
998	0.392069246
999	0.3919384296
